      CASEID, YEAR, CAPPUN, GUNLAW, SEX, ABRAPE, CONFINAN, SATJOB
1993 714,1993,1,1,2,2,0,2
1993 715,1993,1,0,2,0,3,0
1993 716,1993,1,0,2,0,3,2
1993 717,1993,2,1,2,1,2,1
1993 718,1993,1,1,2,1,2,2
1993 719,1993,8,2,1,1,0,1
1993 720,1993,2,1,2,1,2,0
1993 721,1993,1,0,1,0,2,9
1993 722,1993,1,1,2,1,0,4
1993 723,1993,1,0,2,0,3,2
1993 724,1993,1,8,2,1,0,0
1993 725,1993,1,2,2,1,8,2
1993 726,1993,1,0,1,0,1,2
1993 727,1993,1,0,1,0,3,2
1993 728,1993,1,1,1,1,0,1
1993 729,1993,1,0,2,0,2,3
1993 730,1993,1,1,2,8,3,4
1993 731,1993,1,1,2,1,0,1
1993 732,1993,1,0,1,0,2,0
1993 733,1993,1,2,1,2,0,0
1993 734,1993,1,2,2,1,3,2
1993 735,1993,1,0,1,0,3,4
1993 736,1993,1,0,2,0,3,2
1993 737,1993,1,2,2,1,2,1
1993 738,1993,2,0,1,0,2,2
1993 739,1993,2,1,1,1,0,1
1993 740,1993,1,1,2,1,2,2
1993 741,1993,1,1,1,1,0,2
1993 742,1993,2,1,2,2,0,3
1993 743,1993,1,1,1,1,3,2
1993 744,1993,1,1,1,1,1,1
1993 745,1993,2,2,1,1,0,1
1993 746,1993,2,1,2,2,2,0
1993 747,1993,2,1,2,2,0,0
1993 748,1993,1,1,2,2,2,1
1993 749,1993,2,2,2,8,8,0
1993 750,1993,1,1,2,2,0,2
1993 751,1993,1,0,2,0,1,0
1993 752,1993,1,1,2,1,0,0
1993 753,1993,1,1,2,1,0,0
1993 754,1993,1,1,1,1,2,0
1993 755,1993,1,1,1,2,0,3
1993 756,1993,2,0,2,0,2,1
1993 757,1993,1,1,1,1,2,2
1993 758,1993,1,1,1,1,0,2
1993 759,1993,2,1,2,2,0,1
1993 760,1993,1,0,2,0,1,0
1993 761,1993,1,1,1,1,0,2
1993 762,1993,1,1,2,1,1,9
1993 763,1993,1,0,1,0,2,0
1993 764,1993,1,0,2,0,2,0
1993 765,1993,1,0,1,0,1,1
1993 766,1993,2,1,2,1,0,4
1993 767,1993,2,1,2,1,1,2
1993 768,1993,1,0,2,0,3,9
1993 769,1993,2,1,2,1,0,2
1993 770,1993,1,1,1,1,3,1
1993 771,1993,1,1,2,2,0,0
1993 772,1993,8,0,2,0,2,1
1993 773,1993,1,1,1,8,1,2
1993 774,1993,1,0,2,0,3,0
1993 775,1993,1,1,1,1,0,2
1993 776,1993,1,0,2,0,3,2
1993 777,1993,1,1,1,1,0,1
1993 778,1993,1,0,2,0,3,3
1993 779,1993,1,1,1,1,0,0
1993 780,1993,1,1,2,9,1,9
1993 781,1993,2,1,2,1,3,0
1993 782,1993,2,0,1,0,2,1
1993 783,1993,2,1,2,2,0,1
1993 784,1993,9,1,2,1,2,2
1993 785,1993,2,1,2,2,0,1
1993 786,1993,1,1,1,1,2,1
1993 787,1993,1,1,2,1,2,1
1993 788,1993,1,0,1,0,3,2
1993 789,1993,1,2,2,1,2,1
1993 790,1993,1,0,1,0,2,0
1993 791,1993,1,2,1,1,0,1
1993 792,1993,1,2,1,1,2,1
1993 793,1993,2,1,2,2,1,2
1993 794,1993,1,1,2,1,0,0
1993 795,1993,1,0,1,0,2,1
1993 796,1993,1,2,1,1,0,0
1993 797,1993,1,2,2,1,0,0
1993 798,1993,1,1,1,1,0,2
1993 799,1993,2,1,2,1,3,3
1993 800,1993,1,2,2,2,2,1
1993 801,1993,1,1,2,1,3,0
1993 802,1993,1,0,2,0,3,9
1993 803,1993,1,0,2,0,3,1
1993 804,1993,1,0,1,0,2,1
1993 805,1993,8,1,2,2,0,0
1993 806,1993,1,1,2,1,0,0
1993 807,1993,1,1,2,2,3,9
1993 808,1993,1,1,2,2,0,0
1993 809,1993,1,1,2,2,2,1
1993 810,1993,2,0,1,0,2,2
1993 811,1993,8,1,2,1,2,2
1993 812,1993,1,1,1,1,0,2
1993 813,1993,2,1,1,1,1,1
1993 814,1993,1,0,1,0,2,1
1993 815,1993,8,2,1,1,0,0
1993 816,1993,8,1,2,1,0,0
1993 817,1993,1,0,2,0,8,1
1993 818,1993,1,0,1,0,1,2
1993 819,1993,1,0,2,0,2,2
1993 820,1993,1,1,2,1,2,1
1993 821,1993,2,0,1,0,3,3
1993 822,1993,2,1,1,1,2,1
1993 823,1993,1,1,1,8,0,0
1993 824,1993,1,1,2,8,0,1
1993 825,1993,1,0,2,0,1,2
1993 826,1993,1,0,1,0,1,1
1993 827,1993,1,1,2,1,2,2
1993 828,1993,1,0,1,0,3,2
1993 829,1993,1,2,1,1,0,0
1993 830,1993,1,1,1,1,1,0
1993 831,1993,1,1,1,1,1,2
1993 832,1993,2,1,1,1,2,1
1993 833,1993,1,1,1,1,0,2
1993 834,1993,1,1,2,1,0,0
1993 835,1993,2,0,2,0,2,1
1993 836,1993,1,1,1,1,0,0
1993 837,1993,8,1,1,1,0,2
1993 838,1993,2,0,2,0,2,4
1993 839,1993,1,0,2,0,1,1
1993 840,1993,1,0,1,0,2,1
1993 841,1993,1,1,1,1,0,1
1993 842,1993,1,1,2,1,0,4
1993 843,1993,1,0,1,0,3,1
1993 844,1993,2,1,2,1,0,0
1993 845,1993,8,0,2,0,3,2
1993 846,1993,2,1,2,1,3,2
1993 847,1993,1,1,1,1,0,0
1993 848,1993,1,1,2,1,0,2
1993 849,1993,1,2,1,1,0,3
1993 850,1993,1,0,2,0,3,0
1993 851,1993,2,0,1,0,3,3
1993 852,1993,2,0,1,0,3,2
1993 853,1993,2,0,1,0,1,2
1993 854,1993,1,1,1,1,0,0
1993 855,1993,2,1,1,1,0,0
1993 856,1993,1,1,1,1,0,0
1993 857,1993,1,0,1,0,2,2
1993 858,1993,2,1,2,2,2,2
1993 859,1993,2,1,2,1,3,2
1993 860,1993,1,1,2,1,1,1
1993 861,1993,1,1,1,8,3,0
1993 862,1993,1,0,1,0,2,1
1993 863,1993,1,1,2,2,0,3
1993 864,1993,8,2,2,1,3,0
1993 865,1993,1,2,2,1,0,4
1993 866,1993,1,1,2,1,2,1
1993 867,1993,1,0,1,0,3,1
1993 868,1993,1,1,2,1,0,1
1993 869,1993,1,1,2,2,2,2
1993 870,1993,2,0,2,0,2,2
1993 871,1993,2,0,1,0,2,1
1993 872,1993,1,0,1,0,2,3
1993 873,1993,1,1,1,1,0,2
1993 874,1993,1,0,1,0,3,4
1993 875,1993,1,1,2,1,3,1
1993 876,1993,1,1,2,1,2,2
1993 877,1993,1,0,2,0,2,1
1993 878,1993,2,1,1,1,0,2
1993 879,1993,8,1,2,1,8,2
1993 880,1993,1,1,1,1,0,1
1993 881,1993,2,1,2,1,0,1
1993 882,1993,1,1,1,2,0,2
1993 883,1993,1,1,2,1,0,4
1993 884,1993,1,1,2,1,2,2
1993 885,1993,1,0,2,0,2,2
1993 886,1993,1,1,1,2,2,2
1993 887,1993,1,0,2,0,3,2
1993 888,1993,2,0,1,0,2,3
1993 889,1993,2,8,2,2,0,0
1993 890,1993,2,1,2,2,0,2
1993 891,1993,1,1,2,1,0,3
1993 892,1993,1,2,2,1,0,3
1993 893,1993,1,1,2,2,2,9
1993 894,1993,1,0,2,0,2,1
1993 895,1993,1,1,1,1,0,1
1993 896,1993,1,1,1,2,2,2
1993 897,1993,1,0,1,0,2,2
1993 898,1993,1,1,1,1,0,1
1993 899,1993,1,1,2,1,0,0
1993 900,1993,8,1,2,1,2,1
1993 901,1993,1,1,2,1,2,0
1993 902,1993,1,1,2,1,2,1
1993 903,1993,1,1,2,2,2,0
1993 904,1993,1,0,2,0,2,2
1993 905,1993,2,1,2,1,2,3
1993 906,1993,1,0,2,0,2,1
1993 907,1993,1,0,2,0,2,9
1993 908,1993,2,1,2,1,0,2
1993 909,1993,1,1,2,1,0,0
1993 910,1993,1,0,1,0,2,2
1993 911,1993,2,1,1,1,0,2
1993 912,1993,2,0,1,0,3,4
1993 913,1993,1,1,2,2,0,1
1993 914,1993,1,2,2,1,3,3
1993 915,1993,1,1,2,2,2,3
1993 916,1993,2,2,1,1,0,1
1993 917,1993,1,2,1,1,0,1
1993 918,1993,1,1,2,1,1,1
1993 919,1993,1,1,2,2,2,1
1993 920,1993,2,0,2,0,3,2
1993 921,1993,2,0,2,0,2,0
1993 922,1993,1,2,1,1,3,3
1993 923,1993,1,0,1,0,2,2
1993 924,1993,1,2,2,8,0,0
1993 925,1993,1,1,2,1,1,1
1993 926,1993,1,1,2,1,0,4
1993 927,1993,1,0,1,0,2,1
1993 928,1993,1,0,2,0,3,2
1993 929,1993,1,1,2,2,0,2
1993 930,1993,1,0,1,0,3,2
1993 931,1993,1,1,1,1,0,1
1993 932,1993,2,1,1,1,0,2
1993 933,1993,2,1,1,1,0,8
1993 934,1993,1,0,2,0,3,2
1993 935,1993,2,0,1,0,3,1
1993 936,1993,1,1,2,1,3,0
1993 937,1993,2,1,2,1,3,1
1993 938,1993,1,1,2,1,2,2
1993 939,1993,1,0,2,0,2,1
1993 940,1993,1,1,2,1,0,1
1993 941,1993,1,1,2,1,3,3
1993 942,1993,1,2,1,1,3,4
1993 943,1993,2,1,2,1,0,0
1993 944,1993,2,1,2,8,0,1
1993 945,1993,1,1,2,1,2,0
1993 946,1993,1,0,2,0,2,4
1993 947,1993,2,1,1,1,3,1
1993 948,1993,8,0,2,0,2,1
1993 949,1993,1,1,2,1,0,2
1993 950,1993,2,1,2,1,0,1
1993 951,1993,1,0,2,0,2,1
1993 952,1993,2,1,1,1,2,1
1993 953,1993,1,1,2,1,2,9
1993 954,1993,8,1,2,1,0,2
1993 955,1993,1,1,2,1,0,2
1993 956,1993,1,1,2,1,0,0
1993 957,1993,1,1,1,1,2,0
1993 958,1993,8,0,2,0,2,2
1993 959,1993,2,1,1,1,0,3
1993 960,1993,2,1,2,1,0,2
1993 961,1993,1,1,1,1,0,2
1993 962,1993,2,1,1,2,2,1
1993 963,1993,1,0,1,0,2,4
1993 964,1993,8,1,2,2,2,2
1993 965,1993,1,0,1,0,2,3
1993 966,1993,1,0,2,0,2,1
1993 967,1993,1,0,2,0,3,1
1993 968,1993,2,1,1,2,0,0
1993 969,1993,1,1,2,1,3,2
1993 970,1993,1,2,1,1,9,0
1993 971,1993,2,0,2,0,1,1
1993 972,1993,1,1,2,1,1,1
1993 973,1993,1,0,1,0,3,2
1993 974,1993,1,1,1,1,2,0
1993 975,1993,1,1,2,1,1,2
1993 976,1993,2,1,2,1,2,2
1993 977,1993,2,1,2,2,3,2
1993 978,1993,1,1,2,1,0,1
1993 979,1993,1,2,1,1,0,1
1993 980,1993,1,1,2,2,2,0
1993 981,1993,2,1,2,1,2,2
1993 982,1993,1,1,2,1,0,4
1993 983,1993,1,1,2,1,2,0
1993 984,1993,1,1,1,1,0,1
1993 985,1993,1,1,2,1,2,4
1993 986,1993,2,0,2,0,3,2
1993 987,1993,2,1,2,1,2,2
1993 988,1993,1,2,1,2,0,2
1993 989,1993,1,0,2,0,3,2
1993 990,1993,1,0,1,0,2,1
1993 991,1993,2,1,2,1,2,2
1993 992,1993,1,1,2,1,0,1
1993 993,1993,2,1,2,1,0,1
1993 994,1993,1,1,2,1,0,1
1993 995,1993,1,2,1,1,0,0
1993 996,1993,1,1,1,1,0,1
1993 997,1993,1,0,1,0,2,3
1993 998,1993,1,1,2,1,0,2
1993 999,1993,8,0,2,0,8,0
19931000,1993,1,1,2,1,0,1
19931001,1993,2,0,1,0,2,1
19931002,1993,1,0,1,0,1,1
19931003,1993,8,0,2,0,8,2
19931004,1993,8,1,2,1,0,4
19931005,1993,8,0,2,0,3,3
19931006,1993,1,0,1,0,3,2
19931007,1993,1,1,1,1,0,1
19931008,1993,2,1,1,1,1,1
19931009,1993,2,1,2,1,2,1
19931010,1993,2,1,2,1,2,1
19931011,1993,2,0,2,0,1,2
19931012,1993,1,1,2,1,2,1
19931013,1993,1,0,1,0,3,0
19931014,1993,1,1,2,1,2,1
19931015,1993,1,1,2,1,0,3
19931016,1993,1,1,1,2,0,1
19931017,1993,1,1,2,1,2,1
19931018,1993,2,1,2,1,2,2
19931019,1993,1,0,2,0,2,0
19931020,1993,8,2,1,1,0,3
19931021,1993,1,1,2,1,0,1
19931022,1993,1,8,2,2,0,0
19931023,1993,2,1,2,8,2,2
19931024,1993,1,1,2,1,0,0
19931025,1993,8,0,1,0,3,1
19931026,1993,1,1,2,1,2,2
19931027,1993,2,0,1,0,1,0
19931028,1993,1,0,2,0,2,3
19931029,1993,1,2,1,1,0,2
19931030,1993,1,2,2,1,0,2
19931031,1993,1,0,2,0,3,2
19931032,1993,1,1,2,1,2,0
19931033,1993,1,1,1,1,0,2
19931034,1993,1,1,2,1,2,2
19931035,1993,1,1,1,1,3,2
19931036,1993,1,1,1,1,0,2
19931037,1993,1,1,1,1,0,1
19931038,1993,1,0,1,0,2,1
19931039,1993,1,1,2,1,0,2
19931040,1993,1,1,2,1,0,2
19931041,1993,2,0,1,0,2,1
19931042,1993,2,0,2,0,2,1
19931043,1993,2,1,1,8,0,4
19931044,1993,2,0,1,0,2,1
19931045,1993,1,1,1,2,0,3
19931046,1993,1,1,2,1,2,2
19931047,1993,1,2,1,2,2,0
19931048,1993,1,0,2,0,2,1
19931049,1993,1,2,1,1,0,2
19931050,1993,1,0,2,0,2,2
19931051,1993,2,1,2,1,2,3
19931052,1993,1,0,1,0,2,2
19931053,1993,1,1,1,1,0,2
19931054,1993,8,0,2,0,3,1
19931055,1993,1,1,2,2,0,2
19931056,1993,1,0,2,0,3,2
19931057,1993,1,1,1,1,3,2
19931058,1993,8,1,2,1,3,2
19931059,1993,1,1,2,1,3,1
19931060,1993,1,1,2,1,2,2
19931061,1993,1,1,1,1,3,4
19931062,1993,2,1,2,1,0,1
19931063,1993,1,0,2,0,2,2
19931064,1993,1,0,2,0,2,2
19931065,1993,1,1,1,1,0,2
19931066,1993,1,1,2,1,3,0
19931067,1993,2,0,2,0,2,1
19931068,1993,1,1,2,1,2,1
19931069,1993,1,0,2,0,3,1
19931070,1993,1,1,2,1,0,2
19931071,1993,1,2,2,1,0,1
19931072,1993,1,0,1,0,1,2
19931073,1993,1,1,2,1,0,2
19931074,1993,2,1,1,8,2,0
19931075,1993,2,0,2,0,3,2
19931076,1993,1,0,1,0,2,1
19931077,1993,1,0,2,0,3,2
19931078,1993,1,1,2,1,0,2
19931079,1993,1,2,1,8,0,1
19931080,1993,1,0,1,0,3,1
19931081,1993,1,1,2,1,2,3
19931082,1993,2,0,2,0,3,1
19931083,1993,1,1,1,1,2,1
19931084,1993,1,1,2,2,0,1
19931085,1993,2,0,1,0,3,3
19931086,1993,1,1,1,1,1,1
19931087,1993,2,0,2,0,2,2
19931088,1993,1,1,1,1,0,4
19931089,1993,1,1,2,1,0,3
19931090,1993,1,1,1,1,2,1
19931091,1993,1,1,2,1,2,3
19931092,1993,1,1,1,1,3,2
19931093,1993,8,1,2,1,3,9
19931094,1993,2,1,2,1,0,3
19931095,1993,2,0,2,0,3,2
19931096,1993,8,1,2,2,2,0
19931097,1993,1,1,1,1,1,0
19931098,1993,1,0,2,0,1,2
19931099,1993,1,1,1,1,0,2
19931100,1993,1,1,2,1,1,0
19931101,1993,1,1,1,1,2,2
19931102,1993,1,1,2,1,1,4
19931103,1993,1,0,2,0,2,3
19931104,1993,1,0,1,0,3,3
19931105,1993,2,1,2,1,0,1
19931106,1993,2,0,2,0,2,4
19931107,1993,1,0,2,0,2,2
19931108,1993,1,0,2,0,3,3
19931109,1993,1,0,2,0,2,0
19931110,1993,1,1,2,1,2,2
19931111,1993,1,1,2,1,3,0
19931112,1993,2,0,2,0,3,2
19931113,1993,1,0,2,0,1,2
19931114,1993,2,2,2,1,1,3
19931115,1993,1,0,2,0,2,1
19931116,1993,1,8,2,8,2,1
19931117,1993,1,1,2,1,0,0
19931118,1993,1,1,2,1,0,1
19931119,1993,1,0,2,0,2,0
19931120,1993,1,1,2,2,2,1
19931121,1993,1,0,1,0,2,2
19931122,1993,1,1,2,2,2,2
19931123,1993,1,2,1,1,2,1
19931124,1993,2,1,1,1,0,3
19931125,1993,1,1,1,1,0,1
19931126,1993,1,1,1,8,0,0
19931127,1993,2,0,2,0,2,1
19931128,1993,8,1,2,1,0,0
19931129,1993,1,1,1,2,3,1
19931130,1993,1,1,2,1,2,1
19931131,1993,2,0,1,0,3,2
19931132,1993,2,0,2,0,2,1
19931133,1993,1,1,1,1,2,2
19931134,1993,1,0,2,0,2,2
19931135,1993,2,0,2,0,2,1
19931136,1993,1,0,1,0,3,2
19931137,1993,8,1,2,1,8,0
19931138,1993,1,1,2,1,2,1
19931139,1993,1,2,1,1,0,3
19931140,1993,1,2,1,1,0,0
19931141,1993,1,2,1,2,0,2
19931142,1993,1,1,1,1,0,1
19931143,1993,1,2,2,1,0,2
19931144,1993,1,0,2,0,2,1
19931145,1993,1,1,1,1,2,0
19931146,1993,1,2,1,1,0,2
19931147,1993,1,1,2,1,2,1
19931148,1993,2,1,1,1,0,1
19931149,1993,1,1,2,1,2,0
19931150,1993,1,1,1,1,0,1
19931151,1993,1,1,1,2,0,3
19931152,1993,1,1,2,1,2,1
19931153,1993,1,1,1,1,0,1
19931154,1993,1,1,2,1,2,0
19931155,1993,1,0,1,0,2,3
19931156,1993,2,0,1,0,1,3
19931157,1993,1,1,2,2,2,2
19931158,1993,1,1,2,1,0,2
19931159,1993,1,0,1,0,3,2
19931160,1993,1,0,2,0,2,0
19931161,1993,1,1,2,1,2,0
19931162,1993,1,1,2,1,0,1
19931163,1993,1,1,1,1,0,0
19931164,1993,1,0,2,0,1,1
19931165,1993,1,0,2,0,2,2
19931166,1993,1,1,1,2,1,1
19931167,1993,1,1,1,1,0,1
19931168,1993,1,1,2,1,2,1
19931169,1993,2,1,2,1,0,0
19931170,1993,1,1,2,1,2,0
19931171,1993,2,0,2,0,2,2
19931172,1993,1,0,1,0,2,1
19931173,1993,2,1,2,1,0,4
19931174,1993,1,0,2,0,2,0
19931175,1993,1,1,1,1,0,3
19931176,1993,1,0,2,0,2,9
19931177,1993,1,0,1,0,2,3
19931178,1993,1,1,2,2,3,1
19931179,1993,1,0,2,0,3,3
19931180,1993,1,1,2,1,0,1
19931181,1993,1,0,2,0,2,1
19931182,1993,1,0,1,0,2,2
19931183,1993,1,1,1,1,3,1
19931184,1993,8,1,2,1,2,2
19931185,1993,1,1,2,1,2,2
19931186,1993,1,1,1,2,0,9
19931187,1993,1,0,1,0,3,3
19931188,1993,1,1,2,1,3,2
19931189,1993,1,1,1,1,0,3
19931190,1993,1,2,1,2,2,1
19931191,1993,2,1,2,1,0,2
19931192,1993,2,2,1,1,3,2
19931193,1993,1,0,2,0,2,1
19931194,1993,2,1,1,1,0,2
19931195,1993,8,1,2,1,0,1
19931196,1993,2,0,2,0,1,9
19931197,1993,1,0,1,0,2,1
19931198,1993,2,1,2,2,1,9
19931199,1993,1,1,2,1,2,9
19931200,1993,1,1,2,2,0,1
19931201,1993,2,1,2,1,2,0
19931202,1993,8,2,2,2,1,9
19931203,1993,1,0,2,0,2,1
19931204,1993,1,1,2,1,2,1
19931205,1993,1,0,1,0,2,1
19931206,1993,1,1,2,1,3,2
19931207,1993,1,1,2,1,0,2
19931208,1993,1,0,1,0,2,2
19931209,1993,2,1,1,2,0,2
19931210,1993,1,2,1,2,0,0
19931211,1993,1,0,1,0,1,1
19931212,1993,2,1,2,1,0,1
19931213,1993,1,1,2,1,2,9
19931214,1993,2,0,1,0,2,0
19931215,1993,1,0,1,0,8,2
19931216,1993,1,1,2,8,0,0
19931217,1993,1,1,2,1,0,0
19931218,1993,1,0,2,0,2,0
19931219,1993,1,1,1,2,2,1
19931220,1993,1,1,1,1,0,3
19931221,1993,1,1,1,1,0,2
19931222,1993,1,0,1,0,3,1
19931223,1993,1,1,2,1,0,1
19931224,1993,1,0,2,0,2,1
19931225,1993,1,2,2,8,8,0
19931226,1993,1,0,2,0,3,1
19931227,1993,1,0,1,0,1,2
19931228,1993,1,2,2,1,0,1
19931229,1993,2,1,1,1,0,0
19931230,1993,1,1,1,1,0,2
19931231,1993,1,0,2,0,2,0
19931232,1993,1,1,2,1,2,9
19931233,1993,1,1,2,1,2,1
19931234,1993,1,0,1,0,3,2
19931235,1993,1,0,2,0,1,0
19931236,1993,2,0,2,0,3,2
19931237,1993,2,1,2,1,0,3
19931238,1993,1,2,1,1,0,1
19931239,1993,1,1,1,2,2,1
19931240,1993,1,1,2,1,0,1
19931241,1993,1,0,2,0,2,1
19931242,1993,1,1,1,2,0,0
19931243,1993,2,2,1,1,0,2
19931244,1993,1,0,1,0,2,1
19931245,1993,2,1,2,2,3,1
19931246,1993,1,0,1,0,2,2
19931247,1993,2,1,2,1,2,1
19931248,1993,1,0,1,0,3,0
19931249,1993,1,0,1,0,2,0
19931250,1993,1,0,1,0,2,1
19931251,1993,1,1,1,1,0,0
19931252,1993,8,2,1,1,2,2
19931253,1993,1,1,2,1,1,1
19931254,1993,8,1,2,1,1,1
19931255,1993,1,1,1,1,2,1
19931256,1993,1,1,2,1,2,3
19931257,1993,8,1,2,2,0,2
19931258,1993,1,1,2,1,2,1
19931259,1993,1,1,1,1,2,2
19931260,1993,1,1,2,1,0,2
19931261,1993,2,1,2,1,0,1
19931262,1993,1,2,1,1,0,3
19931263,1993,1,1,1,1,0,1
19931264,1993,1,0,2,0,2,1
19931265,1993,1,0,2,0,3,0
19931266,1993,1,1,2,1,0,1
19931267,1993,1,0,1,0,3,0
19931268,1993,2,2,2,1,2,3
19931269,1993,1,0,1,0,3,2
19931270,1993,1,1,2,8,8,0
19931271,1993,1,1,2,1,1,9
19931272,1993,2,1,2,2,0,0
19931273,1993,1,0,1,0,2,3
19931274,1993,1,1,1,1,0,3
19931275,1993,2,1,1,1,0,1
19931276,1993,2,2,1,1,2,2
19931277,1993,2,1,1,1,3,3
19931278,1993,1,0,1,0,3,2
19931279,1993,1,8,2,2,9,0
19931280,1993,2,1,2,1,2,0
19931281,1993,1,1,2,1,2,9
19931282,1993,1,1,2,1,0,2
19931283,1993,1,0,2,0,2,2
19931284,1993,2,0,2,0,2,1
19931285,1993,1,1,2,2,0,1
19931286,1993,1,1,1,2,0,1
19931287,1993,1,1,2,1,0,2
19931288,1993,1,0,1,0,2,1
19931289,1993,1,0,1,0,2,1
19931290,1993,2,0,1,0,3,3
19931291,1993,1,0,1,0,2,2
19931292,1993,1,1,1,1,0,0
19931293,1993,1,1,1,1,0,0
19931294,1993,1,0,1,0,2,0
19931295,1993,1,1,1,1,2,1
19931296,1993,1,1,2,1,2,0
19931297,1993,8,1,2,2,0,0
19931298,1993,1,2,2,1,0,0
19931299,1993,1,1,2,1,0,1
19931300,1993,1,0,1,0,2,0
19931301,1993,1,1,1,1,0,2
19931302,1993,1,2,1,1,2,2
19931303,1993,1,0,2,0,1,2
19931304,1993,1,0,1,0,3,2
19931305,1993,1,1,1,1,2,1
19931306,1993,2,0,2,0,3,1
19931307,1993,1,0,2,0,2,3
19931308,1993,1,0,2,0,3,0
19931309,1993,1,2,1,2,0,1
19931310,1993,1,1,1,1,0,0
19931311,1993,1,2,1,1,3,0
19931312,1993,1,1,1,8,1,3
19931313,1993,1,1,2,1,2,1
19931314,1993,2,0,2,0,2,1
19931315,1993,1,1,1,1,3,2
19931316,1993,1,1,1,1,0,1
19931317,1993,1,0,2,0,2,0
19931318,1993,1,2,2,1,0,0
19931319,1993,2,0,2,0,3,2
19931320,1993,1,0,2,0,1,3
19931321,1993,2,0,2,0,2,3
19931322,1993,2,0,1,0,3,0
19931323,1993,1,0,1,0,2,0
19931324,1993,1,0,2,0,3,0
19931325,1993,1,2,1,1,2,2
19931326,1993,1,0,2,0,2,3
19931327,1993,1,1,1,1,0,2
19931328,1993,1,1,1,2,0,0
19931329,1993,1,1,1,1,0,1
19931330,1993,1,1,2,2,0,1
19931331,1993,1,1,2,1,2,2
19931332,1993,1,1,1,1,2,1
19931333,1993,1,0,1,0,2,2
19931334,1993,9,1,2,1,0,2
19931335,1993,1,2,1,1,2,2
19931336,1993,1,1,1,1,0,2
19931337,1993,1,0,2,0,3,1
19931338,1993,1,1,2,8,2,2
19931339,1993,9,9,2,9,9,0
19931340,1993,2,1,2,1,0,2
19931341,1993,2,1,2,1,8,0
19931342,1993,1,1,2,1,0,0
19931343,1993,8,8,2,9,0,0
19931344,1993,2,0,2,0,3,2
19931345,1993,1,1,2,1,2,0
19931346,1993,2,0,1,0,2,0
19931347,1993,2,1,1,2,0,1
19931348,1993,2,0,2,0,2,4
19931349,1993,1,0,2,0,3,2
19931350,1993,1,1,1,1,2,2
19931351,1993,2,1,2,1,3,0
19931352,1993,1,1,1,1,0,1
19931353,1993,1,1,1,1,0,1
19931354,1993,1,0,2,0,2,2
19931355,1993,1,2,1,2,0,2
19931356,1993,2,1,2,1,0,0
19931357,1993,1,0,1,0,3,2
19931358,1993,1,0,1,0,3,1
19931359,1993,1,0,2,0,3,2
19931360,1993,1,1,1,1,0,4
19931361,1993,2,1,2,1,0,3
19931362,1993,1,1,2,1,3,2
19931363,1993,1,2,1,1,0,1
19931364,1993,1,1,2,1,3,2
19931365,1993,2,1,2,1,2,0
19931366,1993,1,1,2,1,2,2
19931367,1993,1,1,1,2,0,3
19931368,1993,1,2,1,2,1,1
19931369,1993,2,0,2,0,2,2
19931370,1993,1,1,2,1,2,1
19931371,1993,1,2,1,1,0,9
19931372,1993,2,2,2,1,0,1
19931373,1993,1,1,1,1,0,2
19931374,1993,2,2,2,1,0,2
19931375,1993,1,1,2,1,0,2
19931376,1993,1,1,2,1,2,0
19931377,1993,1,1,2,1,3,2
19931378,1993,1,1,1,2,0,1
19931379,1993,1,1,2,1,1,2
19931380,1993,1,0,1,0,3,0
19931381,1993,1,1,1,1,0,2
19931382,1993,1,0,2,0,3,4
19931383,1993,2,0,1,0,3,2
19931384,1993,2,1,2,1,3,2
19931385,1993,8,1,2,1,0,1
19931386,1993,2,1,2,1,1,2
19931387,1993,1,2,2,1,2,3
19931388,1993,2,1,2,2,2,0
19931389,1993,1,0,1,0,3,1
19931390,1993,1,0,1,0,3,1
19931391,1993,1,1,2,1,2,2
19931392,1993,8,0,2,0,1,1
19931393,1993,1,0,1,0,2,1
19931394,1993,2,0,2,0,2,2
19931395,1993,1,1,1,8,0,1
19931396,1993,1,0,2,0,2,0
19931397,1993,9,0,2,0,2,2
19931398,1993,1,1,2,1,0,0
19931399,1993,1,0,1,0,2,3
19931400,1993,2,0,2,0,2,2
19931401,1993,1,1,2,1,3,0
19931402,1993,1,1,1,1,3,2
19931403,1993,1,2,1,1,0,2
19931404,1993,1,2,1,1,2,0
19931405,1993,1,1,2,1,0,1
19931406,1993,1,0,2,0,2,1
19931407,1993,1,0,1,0,2,2
19931408,1993,1,1,2,2,0,9
19931409,1993,1,0,1,0,3,0
19931410,1993,1,1,1,1,0,3
19931411,1993,1,1,1,1,2,3
19931412,1993,1,0,2,0,3,1
19931413,1993,2,1,1,1,0,1
19931414,1993,1,1,1,1,0,2
19931415,1993,1,1,2,1,0,0
19931416,1993,2,1,2,1,3,3
19931417,1993,2,1,1,1,2,0
19931418,1993,2,1,1,1,0,1
19931419,1993,2,1,2,1,2,0
19931420,1993,8,1,1,1,1,9
19931421,1993,1,0,1,0,3,2
19931422,1993,1,0,1,0,3,0
19931423,1993,2,1,1,1,2,1
19931424,1993,1,1,2,1,2,2
19931425,1993,1,0,2,0,2,0
19931426,1993,1,1,1,1,0,0
19931427,1993,1,0,2,0,2,2
19931428,1993,2,0,2,0,1,0
19931429,1993,1,1,2,1,0,4
19931430,1993,2,1,1,1,1,1
19931431,1993,1,1,2,1,0,3
19931432,1993,1,0,1,0,1,2
