      CASEID, YEAR, CAPPUN, GUNLAW, SEX, ABRAPE, CONFINAN, SATJOB
2006 691,2006,1,1,2,1,0,2
2006 692,2006,0,0,1,0,0,0
2006 693,2006,1,1,1,1,2,1
2006 694,2006,1,1,2,1,0,0
2006 695,2006,0,0,1,0,0,0
2006 696,2006,0,0,1,0,0,0
2006 697,2006,0,0,1,0,0,0
2006 698,2006,2,1,1,1,0,1
2006 699,2006,0,0,1,0,0,0
2006 700,2006,0,0,2,0,0,0
2006 701,2006,1,0,2,0,1,0
2006 702,2006,1,1,1,1,2,1
2006 703,2006,1,1,1,1,0,0
2006 704,2006,1,2,1,2,2,1
2006 705,2006,1,1,2,1,0,1
2006 706,2006,1,2,2,1,3,4
2006 707,2006,2,1,2,2,1,2
2006 708,2006,2,1,1,1,1,0
2006 709,2006,1,1,2,1,2,2
2006 710,2006,1,1,2,1,0,2
2006 711,2006,1,1,2,2,2,1
2006 712,2006,2,2,1,2,0,2
2006 713,2006,0,0,1,0,0,0
2006 714,2006,9,1,1,9,3,1
2006 715,2006,0,0,2,0,0,0
2006 716,2006,0,0,1,0,0,0
2006 717,2006,2,0,2,0,2,2
2006 718,2006,1,1,2,1,0,0
2006 719,2006,0,0,1,0,0,0
2006 720,2006,0,0,2,0,0,0
2006 721,2006,1,1,1,1,1,1
2006 722,2006,1,0,1,0,1,1
2006 723,2006,0,0,1,0,0,0
2006 724,2006,1,1,2,1,0,9
2006 725,2006,0,0,1,0,0,0
2006 726,2006,0,0,1,0,0,0
2006 727,2006,0,0,1,0,0,0
2006 728,2006,1,0,2,0,2,2
2006 729,2006,9,1,1,9,8,3
2006 730,2006,0,0,2,0,0,0
2006 731,2006,0,0,2,0,0,0
2006 732,2006,2,1,1,2,1,2
2006 733,2006,0,0,2,0,0,0
2006 734,2006,0,0,2,0,0,0
2006 735,2006,0,0,2,0,0,0
2006 736,2006,0,0,2,0,0,0
2006 737,2006,1,1,1,1,1,1
2006 738,2006,2,1,1,2,1,3
2006 739,2006,1,1,2,1,2,1
2006 740,2006,1,1,1,1,1,1
2006 741,2006,9,1,1,9,0,2
2006 742,2006,1,1,2,1,1,0
2006 743,2006,8,0,1,0,8,0
2006 744,2006,1,0,2,0,2,1
2006 745,2006,1,1,2,1,2,2
2006 746,2006,1,1,2,1,0,1
2006 747,2006,2,0,2,0,3,2
2006 748,2006,0,0,1,0,0,0
2006 749,2006,0,0,2,0,0,0
2006 750,2006,1,1,2,9,0,3
2006 751,2006,9,9,1,9,0,1
2006 752,2006,1,2,1,1,1,1
2006 753,2006,2,1,2,2,2,1
2006 754,2006,0,0,2,0,0,0
2006 755,2006,0,0,1,0,0,0
2006 756,2006,2,1,1,2,0,0
2006 757,2006,1,1,2,1,0,2
2006 758,2006,2,0,2,0,3,4
2006 759,2006,2,0,2,0,3,2
2006 760,2006,1,0,2,0,2,1
2006 761,2006,1,1,2,1,3,2
2006 762,2006,0,0,1,0,0,0
2006 763,2006,1,0,2,0,1,8
2006 764,2006,1,0,2,0,1,1
2006 765,2006,0,0,2,0,0,0
2006 766,2006,8,0,2,0,2,3
2006 767,2006,2,1,2,2,0,2
2006 768,2006,1,0,2,0,3,2
2006 769,2006,2,1,2,8,0,1
2006 770,2006,0,0,2,0,0,0
2006 771,2006,1,2,2,2,2,0
2006 772,2006,1,1,2,1,2,1
2006 773,2006,0,0,2,0,0,0
2006 774,2006,1,1,2,1,0,1
2006 775,2006,0,0,1,0,0,0
2006 776,2006,0,0,1,0,0,0
2006 777,2006,1,1,2,1,0,8
2006 778,2006,1,0,1,0,2,0
2006 779,2006,0,0,2,0,0,0
2006 780,2006,2,1,2,1,0,2
2006 781,2006,1,0,2,0,2,1
2006 782,2006,0,0,2,0,0,0
2006 783,2006,0,0,2,0,0,0
2006 784,2006,0,0,2,0,0,0
2006 785,2006,2,1,2,2,3,3
2006 786,2006,2,1,2,2,2,2
2006 787,2006,1,0,2,0,2,1
2006 788,2006,2,1,1,1,2,2
2006 789,2006,2,1,2,1,2,0
2006 790,2006,1,2,2,1,2,2
2006 791,2006,0,0,1,0,0,0
2006 792,2006,2,1,2,1,0,1
2006 793,2006,2,1,2,2,0,1
2006 794,2006,2,1,2,1,0,0
2006 795,2006,0,0,2,0,0,0
2006 796,2006,0,0,2,0,0,0
2006 797,2006,0,0,2,0,0,0
2006 798,2006,8,1,2,2,0,1
2006 799,2006,0,0,1,0,0,0
2006 800,2006,0,0,1,0,0,0
2006 801,2006,2,1,2,1,3,1
2006 802,2006,0,0,1,0,0,0
2006 803,2006,0,0,2,0,0,0
2006 804,2006,1,1,2,1,0,1
2006 805,2006,1,0,2,0,2,2
2006 806,2006,2,0,2,0,3,0
2006 807,2006,2,1,1,1,1,2
2006 808,2006,1,0,1,0,2,2
2006 809,2006,1,1,1,1,1,2
2006 810,2006,2,1,2,2,0,2
2006 811,2006,1,1,2,1,0,1
2006 812,2006,1,1,2,8,2,1
2006 813,2006,0,0,1,0,0,0
2006 814,2006,0,0,2,0,0,0
2006 815,2006,0,0,2,0,0,0
2006 816,2006,1,0,2,0,1,2
2006 817,2006,0,0,2,0,0,0
2006 818,2006,1,2,1,1,0,2
2006 819,2006,2,1,2,1,1,1
2006 820,2006,0,0,2,0,0,0
2006 821,2006,1,1,2,1,0,0
2006 822,2006,8,0,2,0,1,2
2006 823,2006,2,1,2,1,3,2
2006 824,2006,8,1,1,2,0,0
2006 825,2006,2,1,2,1,0,0
2006 826,2006,9,0,2,0,2,1
2006 827,2006,0,0,2,0,0,0
2006 828,2006,1,1,2,1,0,0
2006 829,2006,2,8,1,2,8,0
2006 830,2006,2,1,1,1,2,1
2006 831,2006,1,1,1,1,2,1
2006 832,2006,1,0,2,0,1,0
2006 833,2006,2,1,2,2,3,4
2006 834,2006,0,0,2,0,0,0
2006 835,2006,0,0,2,0,0,0
2006 836,2006,9,1,2,2,2,1
2006 837,2006,9,1,1,1,3,0
2006 838,2006,1,1,1,1,0,1
2006 839,2006,2,1,1,1,0,1
2006 840,2006,1,0,1,0,2,1
2006 841,2006,1,2,1,9,0,0
2006 842,2006,0,0,2,0,0,0
2006 843,2006,1,0,2,0,1,1
2006 844,2006,1,0,1,0,2,3
2006 845,2006,1,1,2,1,2,1
2006 846,2006,1,1,2,2,0,1
2006 847,2006,1,1,1,1,0,1
2006 848,2006,0,0,1,0,0,0
2006 849,2006,0,0,2,0,0,0
2006 850,2006,0,0,1,0,0,0
2006 851,2006,1,0,2,0,2,2
2006 852,2006,1,1,2,1,2,9
2006 853,2006,1,1,1,1,0,2
2006 854,2006,2,1,1,2,0,1
2006 855,2006,1,2,1,1,2,2
2006 856,2006,1,8,1,1,2,1
2006 857,2006,1,0,2,0,2,1
2006 858,2006,0,0,2,0,0,0
2006 859,2006,2,1,2,2,3,1
2006 860,2006,2,0,2,0,2,0
2006 861,2006,2,0,1,0,3,4
2006 862,2006,1,1,2,2,0,1
2006 863,2006,2,1,1,1,2,0
2006 864,2006,1,0,2,0,1,3
2006 865,2006,1,1,2,1,0,2
2006 866,2006,1,1,1,1,0,1
2006 867,2006,0,0,1,0,0,0
2006 868,2006,2,0,1,0,1,0
2006 869,2006,0,0,1,0,0,0
2006 870,2006,1,1,2,1,2,3
2006 871,2006,1,1,2,1,0,1
2006 872,2006,1,0,2,0,1,1
2006 873,2006,1,1,1,1,0,1
2006 874,2006,1,1,1,1,0,2
2006 875,2006,2,1,1,1,0,0
2006 876,2006,2,0,1,0,2,2
2006 877,2006,0,0,1,0,0,0
2006 878,2006,1,0,1,0,2,2
2006 879,2006,0,0,1,0,0,0
2006 880,2006,1,1,2,1,0,0
2006 881,2006,2,0,2,0,2,2
2006 882,2006,1,2,2,1,2,0
2006 883,2006,2,0,2,0,2,4
2006 884,2006,1,1,2,1,0,2
2006 885,2006,0,0,2,0,0,0
2006 886,2006,0,0,2,0,0,0
2006 887,2006,2,0,2,0,1,3
2006 888,2006,2,0,2,0,3,0
2006 889,2006,1,1,1,1,2,1
2006 890,2006,1,0,2,0,2,1
2006 891,2006,2,2,1,2,3,1
2006 892,2006,0,0,2,0,0,0
2006 893,2006,2,0,1,0,8,0
2006 894,2006,0,0,2,0,0,0
2006 895,2006,1,2,2,1,2,9
2006 896,2006,1,1,1,1,0,0
2006 897,2006,2,0,1,0,2,2
2006 898,2006,0,0,2,0,0,0
2006 899,2006,2,1,2,1,1,8
2006 900,2006,2,1,1,1,0,0
2006 901,2006,1,0,2,0,2,1
2006 902,2006,1,1,2,1,1,1
2006 903,2006,2,1,2,1,2,1
2006 904,2006,2,1,2,1,0,3
2006 905,2006,1,0,2,0,3,2
2006 906,2006,1,1,2,1,0,1
2006 907,2006,1,1,1,1,0,3
2006 908,2006,1,1,2,1,0,4
2006 909,2006,0,0,2,0,0,0
2006 910,2006,1,0,2,0,3,1
2006 911,2006,0,0,1,0,0,0
2006 912,2006,0,0,2,0,0,0
2006 913,2006,0,0,1,0,0,0
2006 914,2006,0,0,2,0,0,0
2006 915,2006,0,0,2,0,0,0
2006 916,2006,2,1,1,2,0,3
2006 917,2006,1,1,2,1,0,2
2006 918,2006,1,1,2,1,2,2
2006 919,2006,8,1,1,1,0,2
2006 920,2006,2,1,2,1,3,2
2006 921,2006,2,1,1,1,1,1
2006 922,2006,2,0,2,0,2,0
2006 923,2006,0,0,2,0,0,0
2006 924,2006,0,0,1,0,0,0
2006 925,2006,1,0,2,0,1,2
2006 926,2006,0,0,2,0,0,0
2006 927,2006,1,1,2,1,0,2
2006 928,2006,1,1,2,2,0,1
2006 929,2006,2,1,1,1,0,0
2006 930,2006,1,0,2,0,2,3
2006 931,2006,1,0,2,0,2,1
2006 932,2006,0,0,1,0,0,0
2006 933,2006,2,1,2,2,1,3
2006 934,2006,2,1,2,1,0,3
2006 935,2006,0,0,1,0,0,0
2006 936,2006,2,0,2,0,1,1
2006 937,2006,0,0,2,0,0,0
2006 938,2006,0,0,2,0,0,0
2006 939,2006,2,1,2,2,2,0
2006 940,2006,2,1,2,1,0,2
2006 941,2006,1,1,2,1,0,1
2006 942,2006,2,1,2,1,2,2
2006 943,2006,0,0,2,0,0,0
2006 944,2006,0,0,1,0,0,0
2006 945,2006,2,1,1,1,2,0
2006 946,2006,0,0,1,0,0,0
2006 947,2006,2,1,2,1,0,2
2006 948,2006,2,0,1,0,3,2
2006 949,2006,2,1,1,2,0,2
2006 950,2006,2,0,2,0,2,2
2006 951,2006,2,1,2,2,0,0
2006 952,2006,2,1,1,1,0,2
2006 953,2006,1,1,1,2,2,2
2006 954,2006,1,1,2,2,0,2
2006 955,2006,9,1,2,2,3,1
2006 956,2006,0,0,2,0,0,0
2006 957,2006,0,0,1,0,0,0
2006 958,2006,0,0,1,0,0,0
2006 959,2006,2,1,2,2,0,3
2006 960,2006,2,1,2,1,1,1
2006 961,2006,0,0,2,0,0,0
2006 962,2006,1,2,1,1,1,3
2006 963,2006,0,0,2,0,0,0
2006 964,2006,0,0,1,0,0,0
2006 965,2006,2,1,2,1,2,9
2006 966,2006,1,1,2,2,1,2
2006 967,2006,0,0,1,0,0,0
2006 968,2006,1,2,1,2,2,2
2006 969,2006,1,1,2,1,2,2
2006 970,2006,1,1,2,1,0,8
2006 971,2006,1,0,1,0,1,2
2006 972,2006,2,1,2,2,2,2
2006 973,2006,0,0,1,0,0,0
2006 974,2006,1,1,1,1,1,1
2006 975,2006,0,0,2,0,0,0
2006 976,2006,0,0,2,0,0,0
2006 977,2006,1,1,1,8,0,1
2006 978,2006,0,0,1,0,0,0
2006 979,2006,2,0,2,0,2,2
2006 980,2006,0,0,1,0,0,0
2006 981,2006,0,0,1,0,0,0
2006 982,2006,2,0,2,0,1,2
2006 983,2006,0,0,2,0,0,0
2006 984,2006,2,1,2,1,0,2
2006 985,2006,1,1,2,1,0,1
2006 986,2006,1,1,1,1,1,2
2006 987,2006,1,1,2,1,1,2
2006 988,2006,1,1,2,1,2,9
2006 989,2006,0,0,1,0,0,0
2006 990,2006,1,1,1,1,0,3
2006 991,2006,2,0,2,0,1,1
2006 992,2006,0,0,1,0,0,0
2006 993,2006,0,0,2,0,0,0
2006 994,2006,0,0,2,0,0,0
2006 995,2006,2,1,2,1,0,2
2006 996,2006,1,0,1,0,2,2
2006 997,2006,1,1,1,1,0,0
2006 998,2006,0,0,2,0,0,0
2006 999,2006,0,0,2,0,0,0
20061000,2006,1,1,1,1,0,0
20061001,2006,0,0,2,0,0,0
20061002,2006,0,0,2,0,0,0
20061003,2006,0,0,1,0,0,0
20061004,2006,1,0,2,0,1,2
20061005,2006,1,1,1,1,3,1
20061006,2006,1,2,2,2,1,1
20061007,2006,1,1,1,1,0,1
20061008,2006,0,0,1,0,0,0
20061009,2006,0,0,1,0,0,0
20061010,2006,1,1,2,8,0,1
20061011,2006,1,1,2,2,0,1
20061012,2006,0,0,1,0,0,0
20061013,2006,1,2,2,1,2,2
20061014,2006,1,1,2,1,2,3
20061015,2006,1,1,1,1,2,1
20061016,2006,2,1,2,2,3,3
20061017,2006,0,0,2,0,0,0
20061018,2006,1,0,1,0,1,2
20061019,2006,8,1,2,1,0,1
20061020,2006,2,1,2,1,0,1
20061021,2006,1,1,1,1,0,2
20061022,2006,0,0,1,0,0,0
20061023,2006,1,0,1,0,2,0
20061024,2006,1,0,2,0,1,1
20061025,2006,2,1,2,2,1,3
20061026,2006,0,0,1,0,0,0
20061027,2006,1,2,1,1,0,1
20061028,2006,1,1,1,1,0,3
20061029,2006,1,1,1,1,0,1
20061030,2006,1,1,2,1,0,0
20061031,2006,1,1,2,2,0,2
20061032,2006,1,1,1,1,0,2
20061033,2006,0,0,2,0,0,0
20061034,2006,1,0,1,0,3,4
20061035,2006,2,0,1,0,2,0
20061036,2006,1,1,2,1,0,1
20061037,2006,1,0,1,0,3,1
20061038,2006,2,1,1,2,3,2
20061039,2006,0,0,2,0,0,0
20061040,2006,0,0,1,0,0,0
20061041,2006,0,0,1,0,0,0
20061042,2006,1,1,1,1,0,2
20061043,2006,1,0,2,0,3,8
20061044,2006,0,0,2,0,0,0
20061045,2006,0,0,2,0,0,0
20061046,2006,1,1,1,1,0,1
20061047,2006,2,2,2,2,1,1
20061048,2006,0,0,1,0,0,0
20061049,2006,2,0,2,0,2,2
20061050,2006,0,0,2,0,0,0
20061051,2006,2,1,2,2,3,1
20061052,2006,2,0,2,0,2,1
20061053,2006,0,0,2,0,0,0
20061054,2006,0,0,2,0,0,0
20061055,2006,1,0,2,0,2,3
20061056,2006,1,1,1,1,2,1
20061057,2006,1,0,1,0,2,1
20061058,2006,0,0,2,0,0,0
20061059,2006,0,0,2,0,0,0
20061060,2006,8,1,2,1,1,1
20061061,2006,1,2,1,1,0,1
20061062,2006,0,0,1,0,0,0
20061063,2006,0,0,2,0,0,0
20061064,2006,0,0,1,0,0,0
20061065,2006,2,0,2,0,1,0
20061066,2006,0,0,1,0,0,0
20061067,2006,0,0,1,0,0,0
20061068,2006,0,0,2,0,0,0
20061069,2006,2,1,1,1,2,2
20061070,2006,0,0,2,0,0,0
20061071,2006,0,0,2,0,0,0
20061072,2006,2,1,2,1,8,9
20061073,2006,2,1,2,1,0,2
20061074,2006,1,0,1,0,2,2
20061075,2006,2,1,2,2,2,0
20061076,2006,0,0,1,0,0,0
20061077,2006,2,0,2,0,2,2
20061078,2006,0,0,2,0,0,0
20061079,2006,2,0,2,0,2,3
20061080,2006,0,0,1,0,0,0
20061081,2006,1,1,1,1,2,2
20061082,2006,0,0,1,0,0,0
20061083,2006,2,0,1,0,1,0
20061084,2006,0,0,2,0,0,0
20061085,2006,0,0,2,0,0,0
20061086,2006,0,0,1,0,0,0
20061087,2006,0,0,1,0,0,0
20061088,2006,1,0,2,0,2,1
20061089,2006,1,1,1,1,3,0
20061090,2006,1,0,2,0,2,1
20061091,2006,0,0,1,0,0,0
20061092,2006,0,0,1,0,0,0
20061093,2006,2,1,1,1,0,0
20061094,2006,2,1,2,1,0,1
20061095,2006,2,0,1,0,2,0
20061096,2006,1,1,2,1,0,0
20061097,2006,1,1,1,1,1,2
20061098,2006,2,0,1,0,2,2
20061099,2006,9,1,1,1,2,2
20061100,2006,2,1,1,1,2,3
20061101,2006,2,0,2,0,2,8
20061102,2006,2,1,2,1,0,1
20061103,2006,0,0,1,0,0,0
20061104,2006,0,0,2,0,0,0
20061105,2006,1,0,2,0,2,1
20061106,2006,2,0,2,0,3,1
20061107,2006,2,1,2,8,1,1
20061108,2006,1,1,2,2,3,2
20061109,2006,1,0,2,0,2,9
20061110,2006,0,0,2,0,0,0
20061111,2006,1,1,2,1,2,0
20061112,2006,0,0,2,0,0,0
20061113,2006,0,0,2,0,0,0
20061114,2006,0,0,1,0,0,0
20061115,2006,2,0,2,0,3,0
20061116,2006,2,1,2,1,2,1
20061117,2006,0,0,1,0,0,0
20061118,2006,0,0,2,0,0,0
20061119,2006,0,0,1,0,0,0
20061120,2006,1,1,1,1,0,1
20061121,2006,1,1,2,1,2,0
20061122,2006,0,0,2,0,0,0
20061123,2006,2,1,1,1,0,4
20061124,2006,1,0,2,0,3,2
20061125,2006,1,0,1,0,2,2
20061126,2006,0,0,1,0,0,0
20061127,2006,1,1,2,1,0,0
20061128,2006,8,0,2,0,2,1
20061129,2006,1,0,2,0,2,1
20061130,2006,1,1,2,1,3,2
20061131,2006,2,1,1,1,0,1
20061132,2006,0,0,1,0,0,0
20061133,2006,1,1,2,1,0,2
20061134,2006,0,0,1,0,0,0
20061135,2006,1,1,1,1,2,3
20061136,2006,0,0,1,0,0,0
20061137,2006,0,0,2,0,0,0
20061138,2006,8,0,2,0,2,0
20061139,2006,2,1,1,1,2,1
20061140,2006,0,0,1,0,0,0
20061141,2006,1,1,1,1,0,1
20061142,2006,0,0,1,0,0,0
20061143,2006,0,0,2,0,0,0
20061144,2006,1,2,1,1,0,0
20061145,2006,2,1,1,1,2,2
20061146,2006,0,0,1,0,0,0
20061147,2006,1,0,1,0,1,1
20061148,2006,2,1,2,1,0,2
20061149,2006,1,1,2,8,1,0
20061150,2006,1,2,2,1,0,1
20061151,2006,0,0,1,0,0,0
20061152,2006,0,0,2,0,0,0
20061153,2006,0,0,1,0,0,0
20061154,2006,0,0,1,0,0,0
20061155,2006,0,0,1,0,0,0
20061156,2006,2,0,2,0,2,1
20061157,2006,1,2,2,2,1,1
20061158,2006,2,1,2,1,3,1
20061159,2006,0,0,1,0,0,0
20061160,2006,0,0,2,0,0,0
20061161,2006,2,1,1,1,2,1
20061162,2006,2,1,2,2,2,3
20061163,2006,2,1,1,1,2,2
20061164,2006,1,1,2,1,2,1
20061165,2006,1,1,2,1,0,2
20061166,2006,2,1,2,1,0,2
20061167,2006,1,1,1,1,0,2
20061168,2006,2,1,2,1,2,3
20061169,2006,1,0,2,0,2,1
20061170,2006,2,1,2,1,0,1
20061171,2006,1,0,1,0,3,1
20061172,2006,2,1,2,2,3,8
20061173,2006,0,0,1,0,0,0
20061174,2006,0,0,2,0,0,0
20061175,2006,2,1,1,1,0,2
20061176,2006,1,2,2,1,0,2
20061177,2006,1,1,1,1,1,2
20061178,2006,1,1,1,1,0,1
20061179,2006,2,1,1,1,1,2
20061180,2006,0,0,2,0,0,0
20061181,2006,0,0,1,0,0,0
20061182,2006,2,0,2,0,2,1
20061183,2006,2,1,1,1,2,2
20061184,2006,2,0,1,0,2,1
20061185,2006,1,1,2,1,2,1
20061186,2006,1,1,1,1,1,3
20061187,2006,2,1,1,1,0,1
20061188,2006,1,1,2,1,0,2
20061189,2006,1,1,2,1,2,1
20061190,2006,0,0,1,0,0,0
20061191,2006,1,0,2,0,3,2
20061192,2006,0,0,2,0,0,0
20061193,2006,2,0,2,0,2,3
20061194,2006,0,0,1,0,0,0
20061195,2006,0,0,2,0,0,0
20061196,2006,1,0,2,0,3,2
20061197,2006,0,0,1,0,0,0
20061198,2006,1,1,1,1,0,0
20061199,2006,2,1,2,1,2,2
20061200,2006,8,1,2,1,2,0
20061201,2006,1,1,2,2,0,1
20061202,2006,2,0,1,0,2,2
20061203,2006,0,0,1,0,0,0
20061204,2006,0,0,2,0,0,0
20061205,2006,0,0,2,0,0,0
20061206,2006,1,0,1,0,2,1
20061207,2006,1,1,1,1,1,1
20061208,2006,2,1,2,1,0,2
20061209,2006,0,0,1,0,0,0
20061210,2006,1,1,2,1,3,0
20061211,2006,1,1,2,1,1,9
20061212,2006,2,1,2,1,0,2
20061213,2006,0,0,1,0,0,0
20061214,2006,0,0,2,0,0,0
20061215,2006,1,1,1,1,2,2
20061216,2006,1,1,2,1,3,2
20061217,2006,1,0,2,0,2,0
20061218,2006,0,0,2,0,0,0
20061219,2006,1,1,2,1,0,2
20061220,2006,2,0,2,0,2,1
20061221,2006,1,0,2,0,1,2
20061222,2006,0,0,2,0,0,0
20061223,2006,1,2,2,2,2,2
20061224,2006,8,0,1,0,3,0
20061225,2006,2,0,2,0,1,2
20061226,2006,0,0,2,0,0,0
20061227,2006,2,1,2,1,0,0
20061228,2006,1,0,1,0,1,1
20061229,2006,2,0,2,0,2,0
20061230,2006,1,2,1,2,0,1
20061231,2006,1,1,1,2,2,0
20061232,2006,2,1,2,1,2,0
20061233,2006,0,0,1,0,0,0
20061234,2006,1,2,1,1,0,4
20061235,2006,2,1,1,1,0,1
20061236,2006,1,1,1,1,0,2
20061237,2006,1,1,1,1,2,1
20061238,2006,0,0,2,0,0,0
20061239,2006,2,8,2,2,0,1
20061240,2006,1,1,1,1,0,1
20061241,2006,1,2,1,2,1,1
20061242,2006,0,0,2,0,0,0
20061243,2006,0,0,2,0,0,0
20061244,2006,1,2,1,1,0,2
20061245,2006,2,0,1,0,1,1
20061246,2006,0,0,2,0,0,0
20061247,2006,1,1,1,2,0,0
20061248,2006,1,1,2,1,0,1
20061249,2006,2,1,1,1,0,1
20061250,2006,0,0,1,0,0,0
20061251,2006,2,1,1,1,0,1
20061252,2006,1,1,2,2,2,1
20061253,2006,1,1,2,1,0,2
20061254,2006,1,0,2,0,1,0
20061255,2006,0,0,1,0,0,0
20061256,2006,0,0,1,0,0,0
20061257,2006,2,1,1,1,3,1
20061258,2006,1,1,1,1,2,0
20061259,2006,1,1,1,1,0,3
20061260,2006,0,0,2,0,0,0
20061261,2006,2,0,1,0,3,2
20061262,2006,2,1,1,1,1,2
20061263,2006,0,0,1,0,0,0
20061264,2006,2,0,2,0,1,1
20061265,2006,1,0,2,0,2,1
20061266,2006,0,0,2,0,0,0
20061267,2006,0,0,1,0,0,0
20061268,2006,2,1,1,2,0,1
20061269,2006,0,0,1,0,0,0
20061270,2006,1,1,2,1,0,2
20061271,2006,8,1,2,1,0,1
20061272,2006,1,0,2,0,2,1
20061273,2006,2,1,2,1,0,0
20061274,2006,1,0,2,0,2,1
20061275,2006,0,0,1,0,0,0
20061276,2006,0,0,1,0,0,0
20061277,2006,8,2,1,1,1,1
20061278,2006,1,1,2,1,2,0
20061279,2006,1,1,1,1,0,1
20061280,2006,0,0,1,0,0,0
20061281,2006,0,0,1,0,0,0
20061282,2006,2,2,1,2,0,3
20061283,2006,1,1,2,1,0,2
20061284,2006,0,0,1,0,0,0
20061285,2006,1,0,1,0,2,1
20061286,2006,0,0,1,0,0,0
20061287,2006,8,1,1,1,0,2
20061288,2006,0,0,1,0,0,0
20061289,2006,2,0,2,0,2,2
20061290,2006,8,1,2,1,0,2
20061291,2006,1,1,2,1,0,0
20061292,2006,1,1,1,1,1,0
20061293,2006,0,0,1,0,0,0
20061294,2006,1,1,2,1,1,0
20061295,2006,2,0,2,0,2,2
20061296,2006,1,0,1,0,8,0
20061297,2006,1,1,1,1,0,2
20061298,2006,2,1,2,1,1,4
20061299,2006,0,0,2,0,0,0
20061300,2006,2,1,2,2,1,0
20061301,2006,1,0,1,0,2,1
20061302,2006,1,2,2,1,2,2
20061303,2006,1,1,1,1,0,1
20061304,2006,2,1,2,2,2,0
20061305,2006,2,0,1,0,3,2
20061306,2006,0,0,1,0,0,0
20061307,2006,1,1,2,2,0,0
20061308,2006,2,0,2,0,3,0
20061309,2006,1,1,2,1,0,1
20061310,2006,1,1,2,1,2,1
20061311,2006,0,0,2,0,0,0
20061312,2006,1,1,2,2,3,3
20061313,2006,2,1,2,1,0,3
20061314,2006,0,0,2,0,0,0
20061315,2006,0,0,2,0,0,0
20061316,2006,0,0,1,0,0,0
20061317,2006,1,0,2,0,2,2
20061318,2006,2,1,1,2,0,0
20061319,2006,0,0,1,0,0,0
20061320,2006,2,1,1,2,2,1
20061321,2006,2,1,2,1,0,1
20061322,2006,1,1,2,2,0,3
20061323,2006,0,0,1,0,0,0
20061324,2006,1,2,2,2,3,2
20061325,2006,1,0,1,0,1,0
20061326,2006,1,1,2,1,2,2
20061327,2006,0,0,2,0,0,0
20061328,2006,1,1,2,2,2,0
20061329,2006,0,0,2,0,0,0
20061330,2006,1,0,2,0,2,1
20061331,2006,2,2,2,1,0,0
20061332,2006,2,1,2,1,0,1
20061333,2006,0,0,1,0,0,0
20061334,2006,0,0,1,0,0,0
20061335,2006,0,0,1,0,0,0
20061336,2006,0,0,2,0,0,0
20061337,2006,1,1,2,1,8,2
20061338,2006,1,1,1,1,0,2
20061339,2006,0,0,2,0,0,0
20061340,2006,0,0,2,0,0,0
20061341,2006,1,1,2,1,1,3
20061342,2006,2,1,2,1,2,3
20061343,2006,1,1,2,1,1,3
20061344,2006,0,0,1,0,0,0
20061345,2006,2,1,1,8,0,2
20061346,2006,2,0,1,0,1,1
20061347,2006,1,0,1,0,2,2
20061348,2006,1,1,1,1,0,1
20061349,2006,2,0,2,0,2,0
20061350,2006,1,0,2,0,1,1
20061351,2006,2,1,2,2,0,3
20061352,2006,8,1,2,2,0,4
20061353,2006,0,0,2,0,0,0
20061354,2006,0,0,1,0,0,0
20061355,2006,2,1,1,1,0,2
20061356,2006,0,0,2,0,0,0
20061357,2006,1,1,1,2,1,1
20061358,2006,2,1,1,1,0,1
20061359,2006,1,0,1,0,3,3
20061360,2006,2,0,1,0,2,2
20061361,2006,1,2,2,2,2,3
20061362,2006,0,0,1,0,0,0
20061363,2006,0,0,2,0,0,0
20061364,2006,8,1,1,2,0,2
20061365,2006,0,0,1,0,0,0
20061366,2006,0,0,2,0,0,0
20061367,2006,1,1,2,1,0,0
20061368,2006,1,1,2,1,0,0
20061369,2006,0,0,1,0,0,0
20061370,2006,0,0,2,0,0,0
20061371,2006,1,0,1,0,3,2
20061372,2006,0,0,2,0,0,0
20061373,2006,2,0,2,0,1,1
20061374,2006,0,0,2,0,0,0
20061375,2006,1,0,1,0,3,3
20061376,2006,0,0,1,0,0,0
20061377,2006,1,2,1,1,2,2
20061378,2006,1,0,1,0,2,1
20061379,2006,1,2,1,1,0,2
20061380,2006,1,1,1,1,0,2
20061381,2006,1,0,2,0,2,9
20061382,2006,2,0,2,0,2,1
20061383,2006,1,0,1,0,2,1
20061384,2006,1,1,2,2,2,2
20061385,2006,1,1,2,2,0,2
20061386,2006,1,1,1,2,0,1
20061387,2006,2,2,1,1,0,1
20061388,2006,0,0,2,0,0,0
20061389,2006,0,0,2,0,0,0
20061390,2006,0,0,1,0,0,0
20061391,2006,1,1,1,1,0,1
20061392,2006,0,0,2,0,0,0
20061393,2006,0,0,1,0,0,0
20061394,2006,0,0,2,0,0,0
20061395,2006,1,1,2,1,2,2
20061396,2006,0,0,1,0,0,0
20061397,2006,0,0,2,0,0,0
20061398,2006,0,0,2,0,0,0
20061399,2006,1,0,2,0,3,4
20061400,2006,0,0,2,0,0,0
20061401,2006,1,1,2,8,0,2
20061402,2006,2,0,2,0,1,1
20061403,2006,0,0,2,0,0,0
20061404,2006,0,0,2,0,0,0
20061405,2006,0,0,2,0,0,0
20061406,2006,1,1,1,1,1,1
20061407,2006,2,1,2,1,0,8
20061408,2006,1,1,1,2,2,1
